city,state,latitude,longitude
Frazier Crossroads,NC,35.87599,-78.13694
Big Spring Creek Subdivision,AL,34.31037,-86.3297
Big Springs,AL,33.28262,-85.30634
Big Springs (historical),AL,33.16373,-87.14916
Hillcrest,NC,34.98711,-79.1892
Jessup,OH,39.02507,-83.53297
Johnsonville,NC,35.28294,-79.10725
Cloisters,SC,34.15293,-79.78006
Jerry,NC,35.88211,-76.22687
Jordan Oak,NC,36.10903,-79.1739
Knob Hill,NC,34.95376,-79.74561
Ledbetter,NC,34.98821,-79.71783
Little Creek,NC,35.91539,-82.55514
Bigbee,AL,31.61405,-88.1664
Lyons,NC,36.14737,-78.72473
Long Branch,NC,34.5535,-78.9692
Billingsley,AL,32.65957,-86.71776
Baxley,SC,34.42793,-80.36174
Pee Dee,NC,34.93515,-79.8895
Pekin,NC,35.20681,-79.8706
Polkville,NC,35.41763,-81.64287
Purnell,NC,36.01209,-78.55333
South Creek,NC,35.33572,-76.69437
Sandy Cross,NC,35.89877,-77.9461
Billy Goat Hill,AL,34.19426,-85.69496
Snow Creek (historical),NC,35.88875,-80.88091
Biltmore Estates,AL,33.45205,-86.78193
Bingham,AL,34.64648,-87.49753
Indianview,OH,39.222,-84.30105
Vass,NC,35.25627,-79.28225
Spring Hill,NC,35.48705,-82.84986
Binghamtown,AL,33.5801,-86.18692
Binion Heights,AL,33.39289,-87.61251
Unity (historical),NC,35.75986,-80.64618
Union Hill,NC,36.40208,-80.88868
Tremont Park,NC,35.91624,-81.50426
Bird (historical),AL,34.02982,-86.38915
Viewmont,NC,35.74763,-81.33731
Waves,NC,35.56685,-75.46849
Birdeye,AL,32.61319,-87.82918
Waterford,NC,36.02903,-80.41117
Birdie,AL,34.16676,-86.54193
Woodleaf,NC,35.76903,-80.5909
Buckingham,NJ,39.93123,-74.44737
Hideaway Acres,OH,38.82091,-82.31821
Birdsong,AL,34.2451,-86.64666
Alden,OH,39.48341,-81.50207
Swain,NJ,39.12539,-74.80017
Birdway Drive,AL,33.23623,-87.57862
Birmingham,AL,33.52066,-86.80249
Afton,OH,39.06145,-84.10021
Barwyn Acres,OH,39.22728,-84.37272
Bald Knobs,OH,39.02508,-81.83374
Greggs,OH,39.07146,-82.9574
Delhi Hills,OH,39.09284,-84.61272
Blowville,OH,39.09756,-84.04493
Cameron,OH,39.76702,-80.94482
Coalgate,OH,39.53701,-82.18487
Gracey,OH,39.43869,-81.29428
Biscayne Highlands,AL,33.58538,-86.69332
Biscayne Hills,AL,33.24734,-87.59251
Gore,OH,39.58035,-82.29487
Bishop,AL,34.66565,-88.11393
Gwendale,PA,39.9876,-76.74469
Doga,OK,36.56671,-96.79559
McDonald,OH,39.86257,-81.84708
Little Richmond,OH,39.77422,-84.44439
Rock Way,OH,39.92756,-83.87854
Oakley,OH,39.15367,-84.42494
Racine,OH,38.97119,-81.9143
Pleasanton,OH,39.24063,-82.0932
Black,AL,31.00935,-85.74438
Rome,OH,39.95645,-83.14213
Roselawn,OH,39.19506,-84.46244
Sayler Park,OH,39.11256,-84.68911
Slocum,OH,38.76647,-82.84239
Spring Valley,OH,38.84314,-82.25848
Dixon,OK,35.15952,-96.52168
Black Bottom,AL,33.94816,-86.86
Way,OH,39.64118,-81.18344
Wakefield,OH,38.97035,-83.0199
Turpin Hills,OH,39.11006,-84.37994
Walser,OH,39.91312,-82.3546
Youba,OH,39.21508,-81.74485
Paddytown,PA,39.84869,-79.27503
West Sonora,OH,39.88894,-84.54106
Apple,OK,34.1276,-95.41746
Newtown,PA,39.75702,-79.96978
Black Center,AL,34.45176,-86.40276
Cavanal,OK,34.98038,-94.69828
Black Creek,AL,34.17593,-85.87775
Bethel,OK,34.59424,-98.15921
Hobart,PA,39.74288,-76.90442
Brush Hill,OK,35.4201,-95.62832
Dale,OK,35.39007,-97.04503
Clarksville,OK,35.82566,-95.51414
Christie,OK,35.95814,-94.69023
Cole,OK,35.10229,-97.57281
Burson Plan,PA,39.96757,-80.04978
Black Creek Falls (historical),AL,34.03843,-86.02081
Bowlder,PA,39.9476,-77.09887
Black Diamond,AL,33.34483,-87.08666
Yuba,OK,33.80954,-96.20443
Black Gum Corners (historical),AL,31.68239,-85.4166
Hill,OK,35.09454,-94.46939
Karma,OK,33.77399,-96.20582
Black Pond,AL,34.05983,-87.35168
Ward,OK,35.23732,-94.7255
Natura,OK,35.7401,-95.93555
South Village,OK,35.91312,-96.64224
Noxie,OK,36.97147,-95.73248
Gates,PA,39.8898,-79.91116
Phroso,OK,36.28087,-98.81787
Page,OK,34.71066,-94.54967
Port,OK,35.2045,-99.30731
Blackankle,AL,34.74508,-86.02137
Uncas,OK,36.79559,-96.92976
Blackburn,AL,34.93092,-87.64614
Sand Bluff,OK,34.1276,-95.79942
Rogers,OK,36.91702,-95.19774
Black Warrior Town (historical),AL,33.81205,-87.05222
Farmers,PA,39.9176,-76.91109
Watts,OK,36.10925,-94.57022
Williams,OK,35.16482,-94.54855
Dallas Acres,PA,39.90177,-76.66191
Barwood,PA,39.99788,-76.67302
Cooks Mills,PA,39.7487,-78.74224
Martin,SC,33.06904,-81.4765
Blackman,AL,32.86818,-85.52662
Barefoot,SC,33.70348,-81.47733
Angelus,SC,34.59682,-80.31979
Hammond,SC,33.90517,-78.85336
Blacksher,AL,31.21073,-87.73833
Lugoff,SC,34.22737,-80.68925
Mount Beulah,SC,33.44348,-81.53622
Pine Lake,SC,33.97932,-80.89064
Pembrook,SC,33.45153,-81.85622
Pierce Acres,SC,34.95846,-81.85399
Thicketty,SC,35.01652,-81.72482
Blackwood,AL,31.38739,-85.40827
Shelter Cove,SC,32.18215,-80.724
The Farms,SC,32.90767,-80.0062
Spur,SC,34.16821,-80.29813
Bladon Springs,AL,31.73071,-88.19751
Stokes,SC,32.95933,-80.72566
Locust Grove,TN,36.17424,-89.25701
Wellington,SC,33.53819,-81.97762
White Oak,SC,33.87045,-79.06643
Winona,SC,34.20738,-79.60311
Blairs,AL,31.26406,-86.22328
Blake,AL,34.50564,-85.75497
Beech Hill,TN,35.2223,-86.29388
Blakeley,AL,30.74213,-87.92416
Bogota,TN,36.16396,-89.43841
Phinney,SC,34.72787,-83.00237
Dockery,TN,35.1173,-84.88994
Blalock,AL,32.30931,-87.38361
Bushtown,TN,35.04952,-85.26746
Blanche,AL,34.36342,-85.60996
Blanton,AL,32.73458,-85.13383
Chapman Grove,TN,35.82174,-84.58049
Chewalla,TN,35.01342,-88.64644
Concord,TN,35.86869,-84.14186
Bleecker,AL,32.58236,-85.16411
Collins,TN,35.38063,-85.57442
Cordova,TN,35.15565,-89.7762
Country Club Estates,TN,36.01839,-86.79333
Daytona Hills,TN,35.12702,-85.27496
Dooley (historical),TN,35.59368,-87.04501
Egan,TN,36.222,-86.34583
East Side,TN,36.03201,-87.26751
Blockton Junc,AL,33.20901,-87.14333
Blocton (historical),AL,33.11317,-87.10416
Eulia,TN,36.52449,-86.17276
Blooming Grove,AL,33.79372,-87.97864
Fort Robinson,TN,36.5551,-82.59015
Fountain Heights,TN,35.54479,-86.96639
Blossburg,AL,33.63066,-86.94666
Hales Crossroads,TN,36.14426,-83.25433
Hatchie,TN,35.43758,-89.07756
Hebron,TN,35.16508,-88.89311
Hill,TN,35.54813,-86.94861
Blount Springs,AL,33.93121,-86.79416
India,TN,36.33256,-88.2581
Blountsville,AL,34.08149,-86.5911
Jimtown,TN,35.97121,-83.16849
Joppa,TN,36.23758,-83.61518
Kyles Ford,TN,36.57092,-83.04322
Knob Creek,TN,35.88091,-89.53119
Blow Gourd,AL,33.94677,-86.58582
Leonardtown,TN,36.59205,-82.27486
Landmark,TN,35.94647,-84.05713
Pine Hill,TN,35.06841,-84.978
Longtown,TN,35.34147,-89.51424
Mill Seat,TN,35.83923,-87.20445
McKinley,TN,36.30927,-82.41042
Noah,TN,35.57507,-86.19194
New Friendship,TN,35.51841,-88.60727
Blue Creek,AL,33.37095,-87.07611
Panther (historical),TN,36.12647,-84.03464
Blue Creek Junction,AL,33.41261,-86.96583
Pleasant Point,TN,35.14314,-87.37252
Rheatown,TN,36.23121,-82.69571
Ralston,TN,36.32673,-88.80006
Providence,TN,36.58977,-86.31277
Rennbore,TN,35.92952,-84.12103
Blue Eye,AL,33.60149,-86.13442
Blue Eye (historical),AL,33.64732,-86.0208
Red Hill,TN,35.07507,-84.88106
Rural Hill,TN,36.06728,-86.63111
Rocky Mound,TN,36.60755,-86.16582
Round Rock,TN,36.26508,-84.26354
Rogana,TN,36.44505,-86.3336
Rolling Hills,TN,35.08258,-86.56499
Ruthton,TN,36.54761,-82.1268
Sidonia,TN,36.24395,-88.9059
Shangrala,TN,35.9634,-85.08468
Silver Point,TN,36.09062,-85.7297
Slayden,TN,36.29478,-87.47029
Blue Lock (historical),AL,32.28848,-87.88974
Stephens,TN,36.06008,-84.44577
Blue Mountain,AL,33.68455,-85.84274
Stacy,TN,36.43038,-82.79516
Sykes,TN,36.12339,-85.97777
Tate,TN,35.95729,-88.46311
Blue Pond,AL,34.23704,-85.72024
Twin Springs,TN,35.90841,-84.16019
Virtue,TN,35.85647,-84.17853
Blue Ridge,AL,32.49264,-86.19052
Buda,TX,30.08521,-97.84028
Blue Ridge Estates,AL,32.4793,-86.1933
White Hollow,TN,36.34675,-83.89519
Alderbranch,TX,31.68879,-95.45801
Beasley,TX,29.49746,-95.91801
Brushy,TX,32.38653,-97.82698
Blue Spring Garden,AL,34.81676,-86.50832
Blue Springs,AL,31.66378,-85.50661
Blue Springs (historical),AL,33.72232,-85.81941
Blue Springs Park,AL,34.81564,-87.15418
Blueberry Hill,AL,32.52458,-86.20413
Blueberry Estates,AL,33.27539,-86.80804
Bluewood Estates,AL,34.65148,-86.55582
Bluff City,AL,34.54565,-86.78139
Blues Old Stand,AL,31.98488,-85.71689
Bluff Park,AL,33.4015,-86.8561
Bluff Ridge Subdivision,AL,33.28039,-86.99166
Bluff Springs,AL,33.16345,-85.82746
Bluffport,AL,32.59402,-88.11558
Bluffton,AL,34.00704,-85.43996
Boar Tush,AL,34.19121,-87.62197
Boaz,AL,34.20065,-86.16637
Boaz Corner,AL,33.27345,-86.30136
Bobo,AL,34.96231,-86.72528
Bogue Chitto,AL,32.36569,-87.30361
Bogueloosa,AL,31.98765,-88.33252
Boiling Springs,AL,33.73649,-86.04219
Boland Acres,AL,31.36878,-85.84022
Boiling Spring,AL,33.61483,-85.79274
Boldo,AL,33.85399,-87.18278
Boley Springs,AL,33.64317,-87.51001
Boligee,AL,32.75597,-88.02891
Bolinger,AL,31.77849,-88.33113
Bolivar,AL,34.91341,-85.77497
Bolling,AL,31.72543,-86.70581
Bomar,AL,34.10871,-85.58024
Bon Air,AL,33.26372,-86.33553
Bon Secour,AL,30.31548,-87.72943
Bon-Air,AL,33.44455,-86.93277
Bonita,AL,32.54458,-86.82832
Bonnie Doone,AL,34.77426,-86.96417
Bonny Brook,AL,33.78177,-85.76135
Bonneville,AL,34.84648,-86.93584
Booker Heights,AL,33.54261,-87.00722
Booker T City,AL,33.79677,-85.78747
Bookers Mill,AL,31.52683,-87.0322
Booneville,AL,31.20101,-87.60304
Boot Hill,AL,31.87599,-85.64244
Booth,AL,32.50041,-86.57192
Booth Estates,AL,33.2404,-87.63195
Boothetown,AL,30.9513,-88.33945
Boothton,AL,33.17984,-86.99055
Bootsville (historical),AL,34.42926,-85.81108
Boozer (historical),AL,33.70205,-86.0458
Borden Springs,AL,33.92982,-85.47024
Borden Wheeler Springs,AL,33.91371,-85.46579
Boromville,AL,32.30653,-85.44161
Bostic,AL,33.30373,-87.94946
Boston,AL,31.46794,-86.48191
Bosworth,AL,33.0229,-85.56134
Bowden Grove,AL,33.33928,-85.84357
Bowden Terrace,AL,31.34878,-85.71799
Bowen (historical),AL,34.21926,-86.37582
Bowman Crossroads,AL,34.60231,-85.85636
Box Springs,AL,33.19595,-87.48584
Boxtel,AL,34.01871,-86.26803
Boyd,AL,32.61958,-88.3042
Boyds,AL,32.81735,-85.40467
Boykin,AL,31.51016,-86.5733
Boyles Highlands,AL,33.5676,-86.77443
Boylston,AL,32.42847,-86.27941
Bradford,AL,33.75205,-86.70388
Bradford Subdivision,AL,34.59703,-86.05748
Bradley,AL,31.03351,-86.72551
Bradleyton,AL,31.90182,-86.24218
Bradleytown,AL,33.70011,-87.24917
Braehead (historical),AL,33.0829,-87.15361
Braggsville,AL,33.59927,-86.50721
Braggville,AL,32.68236,-87.99724
Branchville,AL,33.7,-86.4
Brandontown,AL,34.74954,-86.63444
Brannon Stand,AL,31.24017,-85.48077
Brannon Stand Heights,AL,31.24184,-85.48327
Brannon Springs (historical),AL,33.87815,-86.02219
Brantley,AL,31.58238,-86.25718
Brantley Crossing,AL,31.49655,-87.11915
Brantleyville,AL,33.21595,-86.87499
Brans Chapel,AL,34.08732,-86.0897
Brassell,AL,32.39958,-86.04024
Brassell Bottom,AL,32.39903,-86.18469
Bravo,AL,34.63509,-86.53527
Bread Tray Hill,AL,32.06404,-85.77051
Breakstone Village,AL,33.63344,-86.56887
Brecon,AL,33.45816,-86.08886
Bremen,AL,33.99455,-86.97
Breezeway Bay,AL,34.50509,-86.18887
Brents Cross Roads,AL,33.71122,-86.99305
Brentwood,AL,33.77732,-86.62916
Brentwood Hills,AL,33.50983,-86.67915
Brent,AL,32.93735,-87.16472
Brewer Estates,AL,32.31125,-86.39025
Brewersville,AL,32.51653,-88.09197
Brewton,AL,31.10518,-87.07219
Briar Hill,AL,31.95904,-86.12996
Briar Lake Estates,AL,31.00018,-87.48054
Briarcliff,AL,34.83703,-87.71114
Briarcliff Estates,AL,33.72372,-87.00028
Briarfield,AL,33.42289,-86.27692
Briarhill Acres,AL,31.33211,-85.83438
Briarwood,AL,33.20651,-87.48889
Brice,AL,34.09454,-85.97192
Brickdale Estates,AL,32.36181,-86.36275
Brickyard,AL,32.39848,-85.00993
Bride's Hill,AL,34.67024,-87.24464
Brickyard Junction,AL,33.40983,-86.94221
Bridgehead,AL,30.66797,-87.91111
Bridgeport,AL,34.94758,-85.71442
Bridgeton,AL,33.444,-86.65749
Bridgeview,AL,33.35623,-87.60112
Bridgeville,AL,33.10485,-88.14197
Bridlewood,AL,30.66491,-88.11667
Bridlewood Forest Estates,AL,33.6301,-86.69527
Brierfield,AL,33.03901,-86.90888
Bright Star,AL,34.16037,-86.43026
Brighton Estates,AL,32.33708,-86.19858
Brightwater,AL,31.98015,-88.35419
Brilliant,AL,34.02538,-87.75836
Brinn,AL,34.16871,-87.80086
Briscoe,AL,34.45787,-86.5886
Bristow,AL,34.19593,-85.77774
Broach Mill,AL,32.54875,-85.75662
Broad View,AL,31.72516,-85.80911
Broadmoor,AL,32.5093,-86.34997
Broadview,AL,33.17234,-87.49139
Brompton,AL,33.58205,-86.46943
Bromley,AL,30.7388,-87.86749
Brook Highland,AL,33.43566,-86.67388
Brookhaven,AL,33.18401,-87.52223
Brookhurst,AL,33.58927,-86.6936
Brooklane Place,AL,33.43733,-86.98194
Brooklyn,AL,31.31295,-86.17106
Brookmeade,AL,33.23901,-87.58973
Brookmont,AL,33.50983,-86.6686
Brooks,AL,31.48183,-86.68497
Brooks Acres,AL,34.83481,-87.5053
Brooks Crossroads,AL,34.59647,-85.78442
Brooks Estates,AL,34.13621,-85.67274
Brooksdale,AL,33.18179,-87.54501
Brookside,AL,33.63788,-86.91666
Brooksville,AL,34.16204,-86.47554
Brookview,AL,33.40566,-86.77388
Brookview Manor,AL,32.42347,-86.29525
Brookwood,AL,32.32069,-87.31611
Brookwood Estates,AL,32.35764,-86.23247
Brookwood Forest,AL,34.79564,-86.93056
Broomtown,AL,34.36065,-85.52163
Broughton,AL,33.18262,-85.44162
Brown Estates,AL,31.21045,-85.37966
Brown Subdivision,AL,31.32239,-85.82299
Browns,AL,32.4368,-87.36611
Browns Corner,AL,34.93286,-86.71361
Browns Crossroad,AL,31.42767,-85.20077
Brownsboro,AL,34.74926,-86.44304
Brownstown,AL,32.60208,-87.93113
Brownsville,AL,33.12595,-86.04719
Browntown,AL,32.61124,-86.59109
Brownville,AL,31.4685,-86.90053
Browns Valley (historical),AL,34.90758,-85.77081
Bruceville,AL,32.09793,-85.84829
Bruner (historical),AL,33.68482,-86.07692
Brundidge,AL,31.72016,-85.81606
Brush Creek,AL,32.79124,-87.46361
Brushy Creek,AL,31.66849,-86.67053
Brushy Pond,AL,34.02871,-87.0075
Brutonville,AL,33.78982,-85.86469
Bryan,AL,33.69955,-87.04778
Bryan Estates,AL,33.53094,-86.66415
Bryant,AL,34.94369,-85.63219
Buck Island Shores,AL,34.39203,-86.27248
Buck Island Subdivision,AL,34.38648,-86.27137
Buckhorn,AL,34.86759,-86.45555
Buckhead,AL,33.24178,-87.62056
Buckingham,AL,34.83648,-87.67808
Bucks,AL,31.01046,-88.02417
Bucks Canyon,AL,34.63898,-86.52388
Bucksville,AL,33.27845,-87.08555
Bucktown (historical),AL,33.11067,-87.11111
Buckville,AL,32.52097,-85.86357
Bucksnort,AL,34.50314,-86.30387
Buena Vista,AL,31.79321,-87.2486
Buena Vista Highlands,AL,33.46261,-86.8086
Buhl,AL,33.25706,-87.75279
Bulgers,AL,32.81874,-85.96802
Bull City,AL,33.4165,-87.25833
Bullard Shoals (historical),AL,33.39206,-87.02361
Bullock,AL,31.54072,-86.17856
Burbank,AL,31.21795,-88.39057
Burchfield,AL,33.34484,-87.29861
Burgess,AL,34.43009,-85.55135
Burgreen Gin,AL,34.72898,-86.79639
Burkhalter Subdivision,AL,34.18204,-85.71802
Burks Garden,AL,33.16762,-87.54362
Burkville,AL,32.32819,-86.53692
Burlington,AL,32.58041,-85.93885
Burmah (historical),AL,33.13179,-87.13
Burma Hills,AL,30.64186,-88.15278
Burningtree Estates,AL,34.5187,-86.93862
Burningtree Mountain,AL,34.51815,-86.9214
Burns,AL,33.83844,-85.60663
Burns Park,AL,33.97954,-85.95164
Burns Crossroad,AL,33.6201,-85.94163
Burnstown,AL,34.64315,-88.11893
Burnsville,AL,32.47458,-86.89165
Burnt Corn,AL,31.55349,-87.16026
Burnt Pine,AL,33.34873,-87.5639
Burntout,AL,34.45093,-88.02282
Burnwell,AL,33.70788,-87.0875
Burrows,AL,34.56787,-86.54082
Burrows Crossroads,AL,33.91288,-87.16001
Bush,AL,33.73038,-85.87858
Butler,AL,32.08959,-88.22197
Butler Springs,AL,31.8021,-86.86609
Butlers Mill,AL,33.45789,-85.3819
Butler Mill,AL,34.57981,-86.30193
Butts Mill,AL,32.56124,-85.96274
Buttston,AL,32.94651,-85.63829
Buyck,AL,32.70457,-86.25692
Buzzard Roost,AL,34.7601,-88.02285
Bynum,AL,33.61316,-85.96108
Byrd,AL,34.07983,-88.13226
Byram Heights,AL,34.80425,-86.99862
Byrd Springs,AL,34.65509,-86.58138
Byrd Subdivision,AL,31.33406,-85.86827
Caddo,AL,34.56926,-87.14001
Cadillac Estates,AL,33.2279,-87.48917
Cadle (historical),AL,33.10373,-87.05555
Caffee Junction,AL,33.24539,-87.13777
Cahaba,AL,32.31844,-87.10017
Cahaba Cliffs,AL,33.42872,-86.71943
Cahaba Commons,AL,33.42789,-86.71415
Cahaba Cove,AL,33.61121,-86.58193
Cahaba Crest,AL,33.6301,-86.59888
Cahaba Heights,AL,33.464,-86.73193
Cahaba Hills,AL,33.53899,-86.57415
Cahaba Landing,AL,33.50205,-86.68054
Cahaba Oaks,AL,33.46205,-86.7211
Cahaba River Estates,AL,33.35483,-86.8261
Cahaba Village,AL,33.62732,-86.60138
Cahaba Valley Estates,AL,33.30872,-86.81443
Cairo,AL,34.87064,-87.14446
Calcis,AL,33.4265,-86.43165
Caldwell,AL,33.81232,-86.36443
Caldwell Subdivision,AL,31.71127,-85.82161
Calebee,AL,32.38542,-85.8844
Calera,AL,33.1029,-86.7536
Calhoun,AL,32.05015,-86.54497
Caledonia,AL,31.89043,-87.08749
Calliston,AL,33.27956,-86.84304
Calumet,AL,33.79483,-87.28695
Calvary,AL,32.22542,-87.79307
Calvert,AL,31.15517,-88.01
Camak Mills (historical),AL,33.90761,-87.28834
Cambridge,AL,33.38623,-85.45884
Cambridge Estates,AL,30.66075,-88.155
Camden,AL,31.99098,-87.29055
Camden Place,AL,33.42955,-86.84305
Camellia Park,AL,33.18484,-87.53751
Camelot,AL,34.62704,-86.53138
Camelot Plateau,AL,33.51455,-86.24081
Camelot Woods,AL,33.41983,-86.82027
Cameronsville,AL,34.87064,-85.74553
Camile Terrace,AL,33.25762,-87.54723
Camp Branch,AL,33.20734,-86.75999
Camp Ground,AL,34.35676,-87.05362
Camp Hill,AL,32.80041,-85.65357
Camp Horne,AL,33.41705,-86.73554
Camp Spring (historical),AL,34.42648,-87.45836
Campbell,AL,32.89262,-86.84665
Campbell Mill,AL,34.49314,-86.24415
Campbell Settlement (historical),AL,34.64731,-87.54642
Campbell Springs,AL,33.37011,-85.86774
Campbells Crossroads,AL,33.37011,-85.87663
Campbellville,AL,33.83649,-87.05528
Campground,AL,32.19153,-87.95613
Canaan,AL,34.82981,-87.87003
Canaan (historical),AL,34.7937,-87.68892
Candlelight Terrace,AL,33.2154,-87.51139
Candlewood,AL,33.25984,-87.61001
Candlewood Lakes,AL,33.68427,-86.58888
Cane Creek,AL,33.66538,-85.88524
Cane Creek (historical),AL,33.14123,-87.02722
Canebrake,AL,30.65436,-88.19445
Canoe,AL,31.02629,-87.41192
Cantelous,AL,32.32347,-86.45581
Canterbury,AL,34.7487,-86.60472
Canterbury Heights,AL,30.62491,-88.16111
Canton Bend,AL,32.0533,-87.34859
Canyon Lakes,AL,33.1929,-87.42917
Cape Choccolocco,AL,33.56844,-86.17497
Canty,AL,32.16348,-86.08301
Capitol Heights,AL,32.38236,-86.27552
Capps,AL,31.49711,-85.31188
Capri Islands,AL,33.5551,-86.1772
Capshaw,AL,34.77315,-86.79278
Capstone Court,AL,33.22012,-87.54556
Carara,AL,33.39983,-86.0358
Carbon Hill,AL,33.89177,-87.52612
Card Switch,AL,34.87286,-85.85553
Cardiff,AL,33.64566,-86.93361
Carey,AL,34.87648,-86.93417
Carl Smith Subdivision,AL,33.52316,-86.26109
Carleton Point,AL,33.20623,-86.47776
Carleys,AL,32.26709,-87.49139
Carlisle,AL,34.12898,-86.12025
Carloss,AL,33.29456,-88.07558
Carlowville,AL,32.08709,-87.03415
Carlton,AL,31.34322,-87.84555
Carmen,AL,31.63238,-86.18912
Carney,AL,30.92741,-87.71916
Carns,AL,34.80925,-85.97415
Carol Villa,AL,32.37236,-86.21774
Carolina,AL,31.24073,-86.52774
Carolwood,AL,33.30678,-87.56528
Carolwood Estates,AL,33.30762,-87.59612
Carpenter,AL,30.85713,-87.86611
Caro (historical),AL,34.93953,-86.81167
Carr Mill,AL,33.20539,-85.94385
Carriage Hill,AL,32.50209,-85.0241
Carriage Hills,AL,33.72038,-86.65277
Carriage Lane,AL,33.1929,-87.51862
Carrol Acres,AL,34.15482,-86.82639
Carroll Crossroads,AL,34.36676,-87.58364
Carrollton,AL,33.26169,-88.09503
Carrville,AL,32.54986,-85.86996
Carson,AL,31.47239,-87.94139
Carter Grove,AL,34.94786,-86.69583
Carter Subdivision,AL,33.21595,-87.6014
Cartersville,AL,34.75841,-85.60413
Carters Hill,AL,32.19292,-86.11718
Cartwright,AL,34.87231,-87.06473
Carver Park,AL,32.34653,-86.32636
Carver Subdivision,AL,34.55509,-86.07442
Cary Woods,AL,32.61847,-85.48606
Caryton (historical),AL,34.82231,-88.07782
Casemore,AL,32.58041,-87.6839
Casey,AL,32.3293,-86.94332
Castleberry,AL,31.29906,-87.02247
Caswell,AL,30.29381,-87.53943
Catalpa,AL,31.8796,-85.833
Catatoga Estates,AL,33.52372,-86.29303
Catherine,AL,32.18459,-87.46944
Catoma,AL,32.31347,-86.43358
Cavalry Hill,AL,34.74065,-86.6111
Cave Spring,AL,34.72926,-87.60419
Cave Springs,AL,34.07843,-86.06497
Cavers Grove,AL,33.39206,-85.48968
Cedahoma (historical),AL,32.30903,-87.97696
Cedar (historical),AL,32.05404,-85.10465
Cedar Bluff,AL,34.22009,-85.60774
Cedar Brook,AL,32.63013,-85.48439
Cedar Cove,AL,33.17484,-87.32194
Cedar Cove Estates,AL,33.44094,-86.31137
Cedar Crest,AL,33.39928,-86.78054
Cedar Grove,AL,30.24465,-87.83916
Cedar Grove (historical),AL,33.52372,-86.57887
Cedar Hill,AL,33.68733,-87.87224
Cedar Hill (historical),AL,34.88842,-87.30141
Cedar Hills Estates,AL,34.70565,-87.75309
Cedar Knoll,AL,33.18345,-87.51889
Cedar Lake,AL,34.55454,-86.97362
Cedar Plains,AL,34.3651,-86.9964
Cedar Point,AL,34.59953,-86.34026
Cedar Springs,AL,33.86399,-86.65444
Cedar Springs (historical),AL,34.30509,-85.49329
Cedar Valley,AL,34.80648,-86.61722
Cedarbrook Forest,AL,33.47927,-86.99722
Cedargate,AL,34.80342,-86.61499
Cedarville,AL,32.61263,-87.66945
Cedron,AL,33.46594,-85.51773
Cedrum,AL,33.8515,-87.44668
Celeste,AL,30.89463,-88.12333
Centenary,AL,31.77877,-86.36747
Center,AL,34.26454,-87.5878
Center Chapel,AL,33.17706,-85.33217
Center Community,AL,34.03816,-86.81083
Center Dale,AL,34.32121,-86.72305
Center Grove,AL,34.38398,-86.63861
Center Hill,AL,32.97234,-86.77165
Center Point,AL,31.78849,-88.03001
Center Point Gardens,AL,33.63816,-86.68277
Center Ridge,AL,31.81599,-86.41247
Center Star,AL,34.86147,-87.45558
Center West,AL,33.44122,-85.63329
Centercrest,AL,33.65732,-86.67304
Centerville,AL,31.40017,-86.87886
Centerwood Estates,AL,33.64482,-86.66916
Central,AL,34.22482,-87.00917
Central City,AL,31.24323,-85.88494
Central Heights,AL,34.89453,-87.79086
Central Highlands,AL,33.55427,-86.7161
Central Mills,AL,32.28625,-87.44083
Central Park Highlands,AL,33.49011,-86.88194
Centre,AL,34.15204,-85.67885
Centre Ridge (historical),AL,31.63627,-85.97217
Centreville,AL,32.9462,-87.11669
Chalkville,AL,33.65316,-86.64777
